TTC Lidar,TTC Camera
12.5156,12.994,
12.6142,13.0946,
14.091,13.6711,
16.6894,14.6078,
15.9082,13.5831,
12.6787,14.9177,
11.9844,13.4611,
13.1241,16.8297,
13.0241,15.2453,
11.1746,11.9153,
12.8086,12.2422,
8.95978,12.7471,
9.96439,13.148,
9.59863,10.3713,
8.57352,11.8821,
9.51617,12.1509,
9.54658,8.76497,
8.3988,10.7774,
